43.391,-66.411,31.106
43.561,-64.419,30.359
41.776,-65.031,31.358
41.574,-67.034,32.03
43.148,-68.415,31.705
44.939,-67.797,30.732
45.159,-65.796,30.096
39.937,-65.679,32.242
39.732,-67.692,32.849
41.311,-69.045,32.584
41.896,-63.035,30.526
40.105,-63.662,31.514
44.621,-69.827,31.209
46.386,-69.228,30.211
46.682,-67.179,29.706
48.121,-68.613,29.162
48.388,-66.58,28.605
46.892,-65.182,29.036
49.827,-68.017,28.056
50.076,-66.038,27.447
48.609,-64.61,27.916
49.498,-70.079,28.542
51.191,-69.482,27.411
51.489,-67.488,26.889
50.754,-71.622,27.847
52.544,-71.135,26.584
52.777,-68.9,26.259
43.677,-62.442,29.472
41.951,-61.07,29.51
40.163,-61.674,30.555
45.333,-63.815,29.312
45.457,-61.848,28.405
43.717,-60.486,28.425
39.469,-69.675,33.339
40.962,-71.038,32.975
42.81,-70.431,32.142
38.166,-68.426,33.484
37.488,-70.356,33.869
39.233,-71.454,33.578
47.091,-63.227,28.242
48.845,-62.676,27.139
47.234,-61.276,27.333
49.028,-60.734,26.264
47.34,-59.328,26.323
45.503,-59.892,27.344
50.615,-62.162,26.038
50.828,-60.209,25.205
49.193,-58.785,25.33
52.378,-61.651,24.939
52.62,-59.685,24.154
51.03,-58.248,24.336
54.135,-61.141,23.846
54.404,-59.172,23.095
52.866,-57.719,23.354
51.27,-56.292,23.509
49.397,-56.83,24.416
54.679,-57.197,22.345
53.127,-55.757,22.595
52.102,-63.617,25.656
53.839,-63.121,24.541
47.508,-57.38,25.317
45.599,-57.938,26.226
47.796,-55.414,24.486
45.853,-55.954,25.27
49.702,-54.871,23.674
48.268,-53.437,24.073
46.32,-53.958,24.773
50.155,-52.895,23.312
48.929,-51.47,24.158
47.019,-52.006,24.872
50.77,-50.91,23.295
49.711,-49.548,24.49
47.847,-50.126,25.338
48.741,-48.286,25.888
46.846,-48.862,26.699
45.909,-50.655,26.033
51.992,-52.356,22.442
52.55,-50.335,22.221
51.507,-48.916,23.391
51.568,-54.338,22.845
53.419,-53.802,21.95
53.811,-51.804,21.433
47.69,-46.999,27.16
45.811,-47.575,27.995
44.891,-49.373,27.391
43.84,-48.044,28.697
42.81,-49.731,27.861
43.86,-51.068,26.547
41.704,-51.364,26.888
42.932,-52.846,25.891
45.018,-52.468,25.444
43.766,-58.557,27.225
55.866,-60.655,22.725
56.155,-58.687,21.992
57.559,-60.208,21.554
57.854,-58.238,20.82
56.433,-56.713,21.25
58.15,-56.263,20.102
56.721,-54.74,20.534
54.953,-55.228,21.616
58.452,-54.29,19.391
57.025,-52.768,19.828
55.253,-53.255,20.936
58.737,-52.319,18.645
57.337,-50.79,19.123
55.615,-51.263,20.308
58.997,-50.349,17.841
57.624,-48.811,18.393
55.996,-49.268,19.719
59.229,-48.38,17.029
57.948,-46.823,17.784
56.374,-47.267,19.189
54.304,-49.769,20.983
50.61,-47.665,24.918
54.811,-47.746,20.607
50.346,-64.107,26.776
55.552,-62.633,23.407
59.546,-46.394,16.428
58.506,-44.78,17.522
56.911,-45.217,18.928
60.411,-51.9,17.367
60.636,-49.938,16.503
62.047,-51.491,15.986
62.275,-49.518,15.149
60.87,-47.969,15.717
60.145,-53.865,18.171
61.792,-53.457,16.833
62.532,-47.527,14.444
61.21,-45.989,15.153
61.507,-55.425,17.613
63.135,-55.009,16.199
63.403,-53.023,15.403
59.849,-55.841,18.908
61.204,-57.402,18.335
62.858,-56.993,16.942
59.538,-57.819,19.619
60.906,-59.393,19.011
62.569,-58.995,17.603
59.225,-59.795,20.318
58.912,-61.781,20.977
60.61,-61.406,19.639
40.615,-53.343,26.291
42.385,-54.955,25.985
44.335,-54.423,25.378
53.217,-48.281,22.025
53.916,-46.213,22.001
52.377,-46.905,23.538
63.902,-49.025,13.814
64.186,-47.021,13.183
62.882,-45.531,13.931
64.554,-45.002,12.742
63.323,-43.535,13.63
61.703,-44.031,14.845
64.98,-42.975,12.455
63.848,-41.544,13.544
62.257,-42.127,14.768
66.19,-44.434,11.524
66.589,-42.381,11.21
65.46,-40.938,12.319
65.82,-46.474,11.923
67.391,-45.916,10.599
67.751,-43.856,10.188
68.877,-45.366,9.1479
69.193,-43.264,8.6679
68.098,-41.761,9.8094
68.556,-47.447,9.6618
69.958,-46.919,8.076
70.257,-44.813,7.53
71.272,-46.387,6.3772
71.549,-44.246,5.8056
70.531,-42.66,7.0063
69.646,-49.017,8.6405
70.975,-48.503,6.9378
70.666,-50.62,7.5261
71.93,-50.123,5.7335
72.223,-47.979,5.1559
65.504,-48.5,12.472
67.066,-47.968,11.108
73.143,-49.619,3.8977
73.416,-47.439,3.3316
72.502,-45.824,4.6045
72.829,-51.792,4.4937
74.022,-51.292,2.6044
74.329,-49.091,2.0368
72.773,-43.635,4.0346
71.799,-42.018,5.2709
71.615,-52.265,6.3597
70.36,-52.733,8.1742
71.298,-54.408,7.0165
72.496,-53.959,5.1352
72.174,-56.12,5.7874
73.319,-55.685,3.8462
73.658,-53.498,3.2018
70.048,-54.851,8.8277
70.975,-56.542,7.6653
72.96,-57.852,4.4705
74.035,-57.433,2.4611
74.414,-55.23,1.8327
75.063,-56.984,0.38194
75.505,-54.734,-0.20734
74.81,-52.997,1.235
69.036,-53.196,9.8959
68.747,-55.291,10.571
69.747,-56.957,9.4926
67.638,-53.65,11.536
67.385,-55.716,12.243
68.477,-57.362,11.238
70.636,-58.665,8.3152
71.815,-58.258,6.4273
74.601,-59.193,0.97301
75.601,-58.684,-1.1937
76.107,-56.462,-1.7598
69.334,-51.107,9.2528
67.929,-51.58,10.873
66.456,-52.044,12.408
66.194,-54.09,13.117
64.95,-52.52,13.899
64.709,-54.544,14.673
65.959,-56.134,13.843
66.751,-50.008,11.736
65.223,-50.5,13.166
67.012,-40.304,11.001
66.005,-38.882,12.285
64.444,-39.531,13.594
68.455,-39.628,9.5278
67.459,-38.2,10.858
65.077,-37.473,13.636
63.526,-38.16,14.994
62.853,-40.202,14.87
61.979,-38.886,16.356
61.279,-40.999,16.181
66.543,-36.788,12.192
65.653,-35.367,13.57
64.195,-36.068,15.071
64.769,-33.931,15.005
63.321,-34.646,16.513
62.681,-36.768,16.472
69.488,-41.103,8.2402
69.775,-38.915,7.9014
68.797,-37.474,9.2846
66.128,-33.208,13.398
65.244,-31.763,14.855
63.883,-32.498,16.448
64.361,-30.336,16.297
63.014,-31.088,17.905
62.46,-33.226,17.98
63.457,-28.921,17.716
62.118,-29.698,19.366
61.61,-31.835,19.464
61.85,-35.358,17.982
61.024,-33.976,19.502
60.417,-36.094,19.488
61.199,-37.482,17.92
60.184,-32.603,20.995
59.611,-34.731,21.027
58.764,-33.355,22.524
58.245,-35.495,22.61
59.048,-36.871,21.048
60.712,-30.469,20.918
59.283,-31.226,22.423
70.781,-40.428,6.5556
61.137,-28.332,20.792
59.729,-29.095,22.296
60.095,-26.961,22.12
58.704,-27.714,23.606
58.32,-29.838,23.787
67.01,-34.654,11.994
67.408,-32.488,11.733
66.51,-31.024,13.153
67.726,-30.294,11.406
66.812,-28.819,12.81
65.613,-29.567,14.59
68.627,-31.786,10.007
68.904,-29.576,9.6097
67.993,-28.077,11.011
68.293,-33.947,10.368
69.505,-33.238,8.6291
69.791,-31.079,8.2015
69.158,-27.355,9.1814
68.211,-25.856,10.573
67.041,-26.597,12.403
70.635,-32.465,6.8289
70.879,-30.256,6.4072
70.045,-28.856,7.7733
65.872,-27.345,14.202
64.702,-28.113,16
70.282,-26.63,7.3196
69.368,-25.127,8.7311
57.394,-34.096,24.095
56.896,-36.246,24.184
57.695,-37.657,22.616
57.874,-31.96,23.941
56.514,-32.674,25.5
56.042,-34.801,25.659
56.938,-30.557,25.297
55.58,-31.251,26.835
55.158,-33.353,27.045
54.214,-31.935,28.346
53.722,-34.021,28.456
54.625,-35.452,27.094
57.322,-28.445,25.112
55.954,-29.153,26.62
56.276,-27.037,26.368
54.929,-27.755,27.88
54.589,-29.861,28.131
70.052,-36.723,7.596
69.146,-35.331,9.0153
67.88,-36.067,10.666
71.009,-38.178,6.1857
71.243,-35.949,5.8343
70.345,-34.566,7.2616
71.475,-33.737,5.4602
72.186,-37.429,4.4067
72.387,-35.173,3.9969
73.314,-36.697,2.5259
73.478,-34.415,2.0682
72.55,-32.9,3.5852
73.616,-32.125,1.6443
72.697,-30.607,3.1972
71.668,-31.5,5.0637
73.785,-29.839,1.243
72.924,-28.276,2.7565
71.876,-29.196,4.6556
72.001,-39.692,4.8068
73.157,-38.969,3.0062
74.288,-38.31,1.0792
74.413,-35.976,0.60783
75.498,-37.591,-1.0657
75.303,-35.224,-1.0111
74.551,-33.695,0.12971
72.996,-41.289,3.5036
74.141,-40.643,1.6239
60.464,-39.746,17.791
67.211,-24.378,11.964
66.056,-25.12,13.782
68.371,-23.626,10.147
67.321,-22.159,11.535
66.169,-22.911,13.341
66.25,-20.703,12.905
65.093,-21.447,14.688
65.031,-23.657,15.166
63.944,-22.2,16.498
63.877,-24.443,16.977
64.921,-25.877,15.595
63.975,-19.983,15.969
62.803,-20.73,17.741
62.761,-23.009,18.285
65.147,-19.249,14.227
63.995,-17.787,15.512
62.794,-18.515,17.203
62.789,-16.33,16.715
61.548,-17.057,18.374
61.594,-19.258,18.93
67.418,-19.932,11.152
66.333,-18.496,12.514
60.3,-17.824,20.05
60.367,-20.105,20.658
61.611,-21.544,19.511
60.245,-15.653,19.527
58.943,-16.432,21.117
59.047,-18.702,21.718
58.892,-14.291,20.621
57.537,-15.071,22.136
57.661,-17.327,22.729
57.522,-12.949,21.669
56.115,-13.737,23.114
56.219,-15.971,23.692
60.248,-13.512,19.125
58.925,-12.177,20.236
61.539,-14.882,17.931
61.617,-12.759,17.586
60.345,-11.409,18.776
59.076,-10.066,19.881
57.628,-10.826,21.273
63.737,-26.688,17.386
74.587,-46.9,1.5014
73.684,-45.252,2.7941
67.123,-57.768,12.923
65.712,-58.184,14.535
66.806,-59.82,13.566
68.163,-59.421,11.879
65.4,-60.235,15.175
66.442,-61.875,14.19
67.798,-61.486,12.522
64.211,-58.603,16.088
63.897,-60.642,16.71
65.022,-62.276,15.788
63.532,-62.673,17.302
64.585,-64.306,16.359
66.025,-63.913,14.783
63.093,-64.698,17.87
64.084,-66.367,16.924
65.543,-65.95,15.33
66.925,-65.563,13.659
67.395,-63.532,13.113
61.967,-63.065,18.778
61.515,-65.067,19.346
62.516,-66.795,18.495
64.982,-68.025,15.858
66.382,-67.614,14.2
62.3,-61.035,18.201
60.3,-63.425,20.209
59.796,-38.263,19.453
75.67,-33.218,-1.8589
74.711,-31.429,-0.32504
58.982,-25.578,23.346
57.618,-26.318,24.849
62.465,-27.533,19.153
61.414,-26.177,20.523
62.664,-25.322,18.79
61.554,-23.936,20.082
60.298,-24.798,21.767
60.385,-22.533,21.287
59.114,-23.403,22.941
59.136,-21.134,22.384
57.87,-22.008,24.025
57.798,-24.165,24.503
69.45,-59.043,10.129
74.848,-44.699,0.95998
73.943,-42.996,2.224
75.096,-42.466,0.31263
75.98,-44.227,-0.95113
76.243,-42.071,-1.6647
75.302,-40.184,-0.37459
75.715,-46.389,-0.33726
76.829,-45.963,-2.2277
77.104,-43.849,-2.9037
76.494,-39.885,-2.4097
77.39,-41.747,-3.6387
77.679,-39.627,-4.3895
76.823,-37.731,-3.2659
78.427,-41.377,-5.4407
78.596,-39.344,-5.9745
77.933,-37.565,-5.1626
77.197,-35.726,-4.2039
76.153,-35.624,-2.4324
78.112,-35.619,-5.8394
77.388,-33.968,-4.7798
76.578,-34.047,-3.3627
78.176,-43.556,-4.8185
77.892,-45.672,-4.0891
78.79,-45.409,-5.767
68.239,-49.517,10.248
75.72,-30.905,-2.1365
74.844,-29.247,-0.67339
76.582,-32.454,-3.54
67.703,-67.251,12.475
68.225,-65.245,11.962
67.091,-69.303,12.964
68.365,-68.929,11.19
68.919,-66.99,10.742
65.761,-69.675,14.682
66.398,-71.358,13.39
67.692,-70.973,11.593
65.081,-71.72,15.076
65.645,-73.394,13.74
66.935,-73.014,11.956
68.185,-72.589,10.096
68.921,-70.49,9.7484
66.115,-75.055,12.276
67.367,-74.644,10.427
66.478,-76.692,10.743
67.701,-76.264,8.8277
68.576,-74.184,8.5021
65.224,-77.093,12.563
65.56,-78.722,11.06
66.773,-78.309,9.1541
64.823,-75.431,14.037
68.887,-75.786,6.8186
69.734,-73.628,6.4856
69.376,-72.03,8.178
64.421,-70.105,16.242
63.871,-72.103,16.476
64.38,-73.718,15.374
67.958,-77.879,7.1372
69.086,-77.386,5.0534
69.991,-75.218,4.7063
70.541,-71.269,6.0747
70.121,-69.413,7.8603
53.553,-28.5,29.312
53.209,-30.591,29.558
71.41,-60.409,7.0541
72.544,-59.994,5.0898
56.186,-11.595,22.677
54.739,-12.438,24.091
54.758,-14.682,24.62
